segment_code,segment_title,family_code,family_title,class_code,class_title,commodity_code,commodity_title
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101729,Live freshwater palometa fish or mylossoma duriventre
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101730,Live goldfish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101731,Live swordfish
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,10101732,Live tambaqui
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101700,Live fish,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101800,Shellfish and aquatic invertebrates,10101801,Live shrimp
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101800,Shellfish and aquatic invertebrates,10101802,Live clams
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101800,Shellfish and aquatic invertebrates,10101803,Live mussels
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101800,Shellfish and aquatic invertebrates,10101804,Live oysters
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101800,Shellfish and aquatic invertebrates,10101805,Live crabs
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101800,Shellfish and aquatic invertebrates,10101806,Live abalone
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101800,Shellfish and aquatic invertebrates,10101807,Live octopi
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101800,Shellfish and aquatic invertebrates,10101808,Live squid
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101800,Shellfish and aquatic invertebrates,10101809,Leeches
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101800,Shellfish and aquatic invertebrates,10101810,Live sponge
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101800,Shellfish and aquatic invertebrates,10101811,Live lobster
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101800,Shellfish and aquatic invertebrates,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101900,Insects,10101901,Butterflies
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101900,Insects,10101902,Beetles
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101900,Insects,10101903,Bees
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101900,Insects,10101904,Silkworms
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101900,Insects,10101905,Live chilean recluse spider
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101900,Insects,10101906,Live aphid lion or chrysoperla externa
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101900,Insects,10101907,Live insidious flower bug
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101900,Insects,10101908,Live southern black widow
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101900,Insects,10101909,Live sugarcane borer or stem borer
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10101900,Insects,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102001,Elephants
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102002,Live foxes
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102003,Live bothrops pit viper snake
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102004,Live chironius or vine snake
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102005,Live clelia or mussurana snake
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102006,Live drymarchon or indigo snake
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102007,Live epicrates or rainbow boa snake
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102008,Live giraffe
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102009,Live bushmaster or lachesis snake
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102010,Live coral or micrurus snake
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102011,Live paca
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102012,Live philodryas snake
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102013,Live xenodon snake
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102014,Live hyenas
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102015,Live kangaroo
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102016,Live caracals
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102017,Live monkeys
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102018,Live bats
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,10102019,Live seal
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102000,Wild animals,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102100,Birds and fowl hatching eggs,10102101,Chicken hatching eggs
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102100,Birds and fowl hatching eggs,10102102,Turkey hatching eggs
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102100,Birds and fowl hatching eggs,10102103,Goose hatching eggs
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102100,Birds and fowl hatching eggs,10102104,Pheasant hatching eggs
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102100,Birds and fowl hatching eggs,10102105,Ostrich hatching eggs
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102100,Birds and fowl hatching eggs,10102106,Guinea fowl hatching eggs
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102100,Birds and fowl hatching eggs,10102107,Duck hatching eggs
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,10102100,Birds and fowl hatching eggs,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10100000,Live animals,,,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10110000,Domestic pet products,10111300,Domestic pet treatments and accessories and equipment,10111301,Pet toys
10000000,Live Plant and Animal Material and Accessories and Supplies,10110000,Domestic pet products,10111300,Domestic pet treatments and accessories and equipment,10111302,Pet grooming products
10000000,Live Plant and Animal Material and Accessories and Supplies,10110000,Domestic pet products,10111300,Domestic pet treatments and accessories and equipment,10111303,Pet litter or equipment for pet waste management
10000000,Live Plant and Animal Material and Accessories and Supplies,10110000,Domestic pet products,10111300,Domestic pet treatments and accessories and equipment,10111304,Pet food bowls or equipment
10000000,Live Plant and Animal Material and Accessories and Supplies,10110000,Domestic pet products,10111300,Domestic pet treatments and accessories and equipment,10111305,Medicated pet treatments
10000000,Live Plant and Animal Material and Accessories and Supplies,10110000,Domestic pet products,10111300,Domestic pet treatments and accessories and equipment,10111306,Domestic pet training kits
10000000,Live Plant and Animal Material and Accessories and Supplies,10110000,Domestic pet products,10111300,Domestic pet treatments and accessories and equipment,10111307,Pet blankets
10000000,Live Plant and Animal Material and Accessories and Supplies,10110000,Domestic pet products,10111300,Domestic pet treatments and accessories and equipment,10111308,Bird bath
10000000,Live Plant and Animal Material and Accessories and Supplies,10110000,Domestic pet products,10111300,Domestic pet treatments and accessories and equipment,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10110000,Domestic pet products,,,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121500,Livestock feed,10121501,Pure wheat bran
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121500,Livestock feed,10121502,Feed oats
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121500,Livestock feed,10121503,Feed corn
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121500,Livestock feed,10121504,Feed sorghum
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121500,Livestock feed,10121505,Hay
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121500,Livestock feed,10121506,Oil cake
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121500,Livestock feed,10121507,Compound feed
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121500,Livestock feed,10121508,Feed alfalfa or lucerne meal or pellets
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121500,Livestock feed,10121509,Livestock salt
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121500,Livestock feed,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121600,Bird and fowl food,10121601,Live food for birds
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121600,Bird and fowl food,10121602,Bird seed
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121600,Bird and fowl food,10121603,Bird treats or snacks
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121600,Bird and fowl food,10121604,Poultry food
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121600,Bird and fowl food,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121700,Fish food,10121701,Fresh or frozen brine
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121700,Fish food,10121702,Fish food pellets
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121700,Fish food,10121703,Fish food flakes
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121700,Fish food,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121800,Dog and cat food,10121801,Dry food for dogs
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121800,Dog and cat food,10121802,Moist food for dogs
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121800,Dog and cat food,10121803,Milk for dogs or cats
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121800,Dog and cat food,10121804,Dry food for cats
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121800,Dog and cat food,10121805,Moist food for cats
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121800,Dog and cat food,10121806,Treats or snacks for cats or dogs
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121800,Dog and cat food,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121900,Rodent food,10121901,Pelletized food for rodents
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10121900,Rodent food,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10122000,Reptile food,10122001,Pelletized food for reptiles
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10122000,Reptile food,10122002,Moist food for reptiles
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10122000,Reptile food,10122003,Live food for reptiles
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10122000,Reptile food,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10122100,Miscellaneous animal food,10122101,Pig food
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10122100,Miscellaneous animal food,10122102,Mink food
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10122100,Miscellaneous animal food,10122103,Monkey food
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10122100,Miscellaneous animal food,10122104,Rabbit food
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,10122100,Miscellaneous animal food,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10120000,Animal feed,,,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131500,Animal shelters,10131506,Livestock stables
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131500,Animal shelters,10131507,Domesticized pet houses
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131500,Animal shelters,10131508,Pet beds
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131500,Animal shelters,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131600,Animal containment,10131601,Cages or its accessories
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131600,Animal containment,10131602,Kennels
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131600,Animal containment,10131603,Animal carrying cases
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131600,Animal containment,10131604,Dog runs
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131600,Animal containment,10131605,Animal transport cage
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131600,Animal containment,10131606,Animal catching device
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131600,Animal containment,10131607,Animal tranquilizing dart
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131600,Animal containment,10131608,Animal tranquilizing dart accessories
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131600,Animal containment,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131700,Animal habitats,10131701,Terrariums
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131700,Animal habitats,10131702,Aquariums
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,10131700,Animal habitats,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10130000,Animal containment and habitats,,,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141500,Saddlery,10141501,Saddles
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141500,Saddlery,10141502,Whips
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141500,Saddlery,10141503,Horseshoes
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141500,Saddlery,10141504,Muleshoes
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141500,Saddlery,10141505,Saddle pad
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141500,Saddlery,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,10141601,Bridles
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,10141602,Yokes
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,10141603,Horse bits
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,10141604,Reins
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,10141605,Stirrups
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,10141606,Leashes or leads
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,10141607,Animal collars
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,10141608,Harnesses or its accessories
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,10141609,Restraints
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,10141610,Muzzles
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,10141611,Leash holders
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,10141612,Dog catching pole
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,10141600,Harness goods,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10140000,Saddlery and harness goods,,,,
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151503,Celery seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151504,Chili seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151505,Courgette seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151506,Pea seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151507,Cucumber seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151508,Eggplant seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151509,Endive seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151510,Garlic seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151511,Leek seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151512,Lettuce seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151513,Corn seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151514,Melon seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151515,Onion seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151517,Spinach seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151518,Tomato seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151520,Chard seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151521,Sweet pepper seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151522,Beet seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151523,Cauliflower seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151524,Parsley seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151525,Broccoli seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151526,Cabbage seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151529,Pumpkin seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151531,Brussel sprout seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151532,Squash seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151533,Okra seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151534,Cantaloupe seeds or seedlings
10000000,Live Plant and Animal Material and Accessories and Supplies,10150000,Seeds and bulbs and seedlings and cuttings,10151500,Vegetable seeds and seedlings,10151535,Peanut seeds or seedlings
